Flow id,Src IP,Dst IP,Dst port,Protocol,Application protocol,Duration,Received bytes,Received packets,Transmitted bytes,Transmitted packets,Total bytes,Total packets,label,family
5102748965749421193,10.0.2.15,192.0.77.2,443,tcp,tls,7852,274676,199,6797,102,281473,301,normal,-
2783178178055749480,10.0.2.15,13.107.238.45,443,tcp,tls,47959,5746,16,2804,16,8550,32,normal,-
696718883778153625,10.0.2.15,95.100.146.82,443,tcp,tls,20207,6519,17,2009,16,8528,33,normal,-
-2434237490984854335,10.0.2.15,142.251.37.110,443,tcp,tls,203,8156,13,1514,13,9670,26,normal,-
-6483289653797853399,10.0.2.15,23.195.248.26,443,tcp,tls,757,8996,16,1692,16,10688,32,normal,-
5295428368248458058,10.0.2.15,23.195.248.26,443,tcp,tls,1026,8996,16,1692,16,10688,32,normal,-
4088896642581942537,10.0.2.15,52.35.213.102,443,tcp,tls,44972,7956,19,2517,18,10473,37,normal,-
4157184846524060492,10.0.2.15,192.0.76.3,443,tcp,tls,8010,8959,21,2281,18,11240,39,normal,-
1317018818618866824,10.0.2.15,23.195.248.219,443,tcp,tls,65578,3237081,2264,39241,593,3276322,2857,normal,-
-1044563883296858672,10.0.2.15,68.219.88.97,443,tcp,tls,139,1654,4,807,5,2461,9,normal,-
-8905861264425357953,10.0.2.15,157.240.30.35,443,tcp,tls,204,4481,13,1460,12,5941,25,normal,-
-922773594858788038,10.0.2.15,63.33.154.254,443,tcp,tls,44762,9090,19,2181,18,11271,37,normal,-
3665074015234942899,10.0.2.15,142.251.36.78,443,tcp,tls,141,3268,6,861,6,4129,12,normal,-
1839913573329117255,10.0.2.15,40.126.32.133,443,tcp,tls,45899,26696,31,4798,26,31494,57,normal,-
-4596487858783417795,10.0.2.15,142.251.36.78,443,tcp,tls,199,8216,14,1514,13,9730,27,normal,-
1439158360227955097,10.0.2.15,199.59.243.223,80,tcp,http,1365,27077,26,3491,26,30568,52,normal,-
628054872152278788,10.0.2.15,2.16.2.193,443,tcp,tls,47737,5906,18,2006,16,7912,34,normal,-
-7297345984715708760,10.0.2.15,95.100.146.24,443,tcp,tls,224,6128,12,1476,12,7604,24,normal,-
2925130970753682848,10.0.2.15,152.199.19.160,443,tcp,tls,42878,28985,35,2496,25,31481,60,normal,-
2109800560032773364,10.0.2.15,198.143.164.252,443,tcp,tls,8569,263000,234,12534,139,275534,373,normal,-
5106397642513236203,10.0.2.15,142.251.36.97,443,tcp,tls,313,9724,14,1622,15,11346,29,normal,-
-6469163575003071223,10.0.2.15,23.195.248.26,443,tcp,tls,1117,8996,16,1692,16,10688,32,normal,-
7816360034568461489,10.0.2.15,142.251.36.142,443,tcp,tls,357,5585,11,1460,12,7045,23,normal,-
-7240621931762885871,10.0.2.15,157.240.30.35,443,tcp,tls,193,4421,12,1406,11,5827,23,normal,-
3064059719856341533,10.0.2.15,142.251.37.100,443,tcp,tls,1200,49168,44,3701,27,52869,71,normal,-
1484727346420390060,10.0.2.15,142.251.36.141,443,tcp,tls,264,7329,18,2233,16,9562,34,normal,-
4285445070071231959,10.0.2.15,142.251.37.110,443,tcp,tls,357,11362,24,2569,21,13931,45,normal,-
-2144715020927740115,10.0.2.15,142.251.36.98,443,tcp,tls,435,8985,19,3240,19,12225,38,normal,-
-7197499056674061835,10.0.2.15,157.240.253.60,443,tcp,tls,454,7667,20,2189,19,9856,39,normal,-
-2323405026376290187,10.0.2.15,142.251.37.100,443,tcp,tls,902,5568,11,1406,11,6974,22,normal,-
-4171165069205394429,10.0.2.15,147.67.34.45,443,tcp,tls,16871,4613,11,1664,12,6277,23,normal,-
-8098591574828163294,10.0.2.15,142.251.36.97,443,tcp,tls,423,9723,14,1622,15,11345,29,normal,-
-6539998073493478636,10.0.2.15,13.89.178.27,443,tcp,tls,45392,16432,109,90699,108,107131,217,normal,-
587893264937701772,10.0.2.15,142.251.37.98,443,tcp,tls,78900,6427,18,2189,17,8616,35,normal,-
-8494592774836708306,10.0.2.15,52.209.101.131,443,tcp,tls,44676,9195,19,2796,18,11991,37,normal,-
3643923829233653483,10.0.2.15,142.251.36.97,443,tcp,tls,480,34824,53,4378,40,39202,93,normal,-
5834912951597022349,10.0.2.15,13.107.42.14,443,tcp,tls,45565,6925,19,2593,19,9518,38,normal,-
-435504752346703491,10.0.2.15,142.251.36.77,443,tcp,tls,788,10858,23,3353,21,14211,44,normal,-
773467781332417066,10.0.2.15,95.100.146.24,443,tcp,tls,288,6272,14,1530,13,7802,27,normal,-
-6619782579056466340,10.0.2.15,142.251.36.65,443,tcp,tls,334,11384,22,2413,20,13797,42,normal,-
4282844112763155188,10.0.2.15,13.107.238.44,443,tcp,tls,45430,30921,37,3128,28,34049,65,normal,-
1453662013435901438,10.0.2.15,23.195.249.173,443,tcp,tls,545,7710,15,1584,14,9294,29,normal,-
-5007637191205891799,10.0.2.15,65.9.9.67,443,tcp,tls,16777,15595,25,2265,21,17860,46,normal,-
5252312132266511400,10.0.2.15,95.100.146.24,443,tcp,tls,47457,353159,326,26132,253,379291,579,normal,-
5218652450424813759,10.0.2.15,142.251.36.150,443,tcp,tls,673,6590,18,2128,18,8718,36,normal,-
9153853060892487129,10.0.2.15,13.107.21.200,443,tcp,tls,90,1654,4,807,5,2461,9,normal,-
9182246885081182108,10.0.2.15,142.251.36.98,443,tcp,tls,253,6968,18,2088,16,9056,34,normal,-
6853557694835757347,10.0.2.15,198.143.164.252,443,tcp,tls,100686,6815,17,2032,16,8847,33,normal,-
1911733043134987919,10.0.2.15,13.107.21.200,443,tcp,tls,45545,26532,47,6009,39,32541,86,normal,-
-8839760144976267471,10.0.2.15,142.251.37.106,443,tcp,tls,249,2264,14,2254,14,4518,28,normal,-
-6661842977502108088,10.0.2.15,192.0.77.2,443,tcp,tls,609,5094,12,1460,12,6554,24,normal,-
-669097606821469815,10.0.2.15,142.251.37.100,443,tcp,tls,235,21378,27,2199,19,23577,46,normal,-
-8883918801434980214,10.0.2.15,142.251.37.99,443,tcp,tls,290,6534,18,2175,16,8709,34,normal,-
-7911818450378508594,10.0.2.15,13.107.238.44,443,tcp,tls,46734,60371,55,3027,30,63398,85,normal,-
4648876369037383199,10.0.2.15,23.195.248.26,443,tcp,tls,64311,208605,155,5865,86,214470,241,normal,-
3598529511506111608,10.0.2.15,142.251.37.100,443,tcp,tls,327,6602,17,2132,16,8734,33,normal,-
2274641867906954,10.0.2.15,104.64.171.144,443,tcp,tls,6941,7069,14,1524,15,8593,29,normal,-
-928866900704906155,10.0.2.15,151.101.193.192,443,tcp,tls,37520,49075,46,2807,28,51882,74,normal,-
-1259859869911704859,10.0.2.15,192.0.76.3,443,tcp,tls,498,5038,11,1460,12,6498,23,normal,-
2236394347526888392,10.0.2.15,23.195.248.244,443,tcp,tls,197,6677,15,1584,14,8261,29,normal,-
-8719524036621215394,10.0.2.15,91.198.174.192,443,tcp,tls,100823,7863,22,2212,19,10075,41,normal,-
5837590220533932056,10.0.2.15,142.251.36.142,443,tcp,tls,84795,9720,21,2311,20,12031,41,normal,-
-5454146346911885100,10.0.2.15,13.107.238.45,443,tcp,tls,46492,7256,15,1797,15,9053,30,normal,-
6672383383455747921,10.0.2.15,34.231.64.174,443,tcp,tls,47947,6574,15,1819,16,8393,31,normal,-
-3180650368908876959,10.0.2.15,23.195.248.244,443,tcp,tls,42223,106501,110,6735,72,113236,182,normal,-
-2393059514173455547,10.0.2.15,142.251.36.142,443,tcp,tls,1200,8162,13,1514,13,9676,26,normal,-
2219745916825547379,10.0.2.15,142.251.36.78,443,tcp,tls,106,3148,6,861,6,4009,12,normal,-
-5242919292908458407,10.0.2.15,142.251.36.142,443,tcp,tls,2122,9353,18,3250,18,12603,36,normal,-
-4593527672410772373,10.0.2.15,157.240.30.35,443,tcp,tls,255,5614,25,2625,20,8239,45,normal,-
6164753153020806043,10.0.2.15,142.251.36.72,443,tcp,tls,279,47696,46,2647,28,50343,74,normal,-
-6106437751148156662,10.0.2.15,142.251.36.131,443,tcp,tls,1099,78361,68,3238,32,81599,100,normal,-
-5179469961899210221,10.0.2.15,34.250.135.14,443,tcp,tls,44423,7216,18,2177,19,9393,37,normal,-
982390295731745840,10.0.2.15,142.251.37.99,443,tcp,tls,102,3268,6,861,6,4129,12,normal,-
1115433253254149470,10.0.2.15,35.186.249.72,443,tcp,tls,919,22535,29,2807,30,25342,59,normal,-
4656431344307830399,10.0.2.15,68.219.88.97,443,tcp,tls,45287,9910,28,6438,26,16348,54,normal,-
-5218679345445216012,10.0.2.15,104.64.171.144,443,tcp,tls,42558,13371,22,4191,20,17562,42,normal,-
-1874946883666880192,10.0.2.15,142.251.36.138,443,tcp,tls,212,6018,12,1460,12,7478,24,normal,-
6443220365834063498,10.0.2.15,142.251.36.131,443,tcp,tls,523,5601,11,1406,11,7007,22,normal,-
9112667645592478784,10.0.2.15,200.147.35.149,443,tcp,tls,14612,4522,12,2001,12,6523,24,normal,-
1714826773905208730,10.0.2.15,52.209.101.131,443,tcp,tls,45484,8581,21,2413,19,10994,40,normal,-
-427596763189738455,10.0.2.15,95.100.146.41,80,tcp,http,16361,1183,5,767,6,1950,11,normal,-
-9199797115499727933,10.0.2.15,52.167.30.171,443,tcp,tls,46444,39292,46,5754,31,45046,77,normal,-
2990311826635158094,10.0.2.15,23.195.248.26,443,tcp,tls,1103,8996,16,1638,15,10634,31,normal,-
7665246906691894813,10.0.2.15,23.195.248.26,443,tcp,tls,64305,624529,442,22920,400,647449,842,normal,-
-5754510151658602597,10.0.2.15,52.208.34.114,443,tcp,tls,42028,7685,20,3449,21,11134,41,normal,-
-5708531357313687002,10.0.2.15,23.195.249.173,443,tcp,tls,290,7566,13,1530,13,9096,26,normal,-
7469156177569252428,10.0.2.15,23.195.248.26,443,tcp,tls,65217,686615,483,14218,237,700833,720,normal,-
-4405893512693366059,10.0.2.15,23.195.249.173,443,tcp,tls,47235,219357,171,8800,129,228157,300,normal,-
1171917040582752344,10.0.2.15,2.16.2.194,443,tcp,tls,47406,12324,24,2405,19,14729,43,normal,-
650756039752389413,10.0.2.15,13.107.238.45,443,tcp,tls,37146,60721,53,2842,29,63563,82,normal,-
-889149271336295745,10.0.2.15,142.251.37.100,443,tcp,tls,338,65214,57,2822,28,68036,85,normal,-
-2564910295832855537,10.0.2.15,104.64.171.144,443,tcp,tls,42558,10426,20,4137,19,14563,39,normal,-
-1539626704158196800,10.0.2.15,157.240.30.35,443,tcp,tls,203,4363,11,1406,11,5769,22,normal,-
6425845761959295141,10.0.2.15,65.9.95.91,443,tcp,tls,13605,7640,17,2102,18,9742,35,normal,-
3427228044662503821,10.0.2.15,142.251.36.78,443,tcp,tls,973,1845730,1283,25607,402,1871337,1685,normal,-
2040436903049346926,10.0.2.15,13.89.178.27,443,tcp,tls,45392,8273,22,3092,21,11365,43,normal,-
-2009415203357706960,10.0.2.15,142.251.36.130,443,tcp,tls,293,6852,19,2106,17,8958,36,normal,-
538690999044133882,10.0.2.15,65.9.95.76,443,tcp,tls,44523,113475,101,5505,62,118980,163,normal,-
-6608299349900990494,10.0.2.15,192.229.221.185,443,tcp,tls,44788,15943,25,2273,20,18216,45,normal,-
5271395687154165754,10.0.2.15,178.249.97.98,443,tcp,tls,36675,21185,29,2830,27,24015,56,normal,-
-1511748087776727296,10.0.2.15,142.251.36.72,443,tcp,tls,590,67749,58,2916,33,70665,91,normal,-
8843347304334435878,10.0.2.15,44.235.246.155,443,tcp,tls,17100,6250,17,2061,17,8311,34,normal,-
-2524353704145876874,10.0.2.15,13.107.238.44,443,tcp,tls,47954,32797,40,3784,35,36581,75,normal,-
3628681944680483143,10.0.2.15,142.251.36.138,443,tcp,tls,576,41933,54,5198,37,47131,91,normal,-
-6599212000904688438,10.0.2.15,142.251.36.106,443,tcp,tls,488,6071,13,1568,14,7639,27,normal,-
-7904229377226960996,10.0.2.15,13.107.21.200,443,tcp,tls,161,1654,4,807,5,2461,9,normal,-
-5172900258245196062,10.0.2.15,142.251.36.106,443,tcp,tls,244,2486,12,2201,13,4687,25,normal,-
-405566859356231013,10.0.2.15,23.195.248.26,443,tcp,tls,64889,633021,447,21625,376,654646,823,normal,-
3080015759190750960,10.0.2.15,142.251.36.65,443,tcp,tls,178,9717,14,1568,14,11285,28,normal,-
-7423233569002999296,10.0.2.15,8.8.8.8,53,udp,dns,48,148,1,92,1,240,2,normal,-
7994254881876424648,10.0.2.15,8.8.8.8,53,udp,dns,50,155,1,94,1,249,2,normal,-
-8042866546955774614,10.0.2.15,34.208.115.43,443,tcp,-,34751,3602,21,8526,20,12128,41,normal,-
-7460997455809199611,10.0.2.15,8.8.8.8,53,udp,dns,51,211,1,91,1,302,2,normal,-
8872177082154755166,10.0.2.15,8.8.8.8,53,udp,dns,52,157,1,84,1,241,2,normal,-
-837855295150498953,10.0.2.15,8.8.8.8,53,udp,dns,72,141,1,84,1,225,2,normal,-
-8165527461622505656,10.0.2.15,142.251.36.78,443,udp,-,254,9821,12,2669,13,12490,25,normal,-
4126372917227569003,10.0.2.15,8.8.8.8,53,udp,dns,70,170,1,88,1,258,2,normal,-
773611384649521942,10.0.2.15,8.8.8.8,53,udp,dns,59,114,1,98,1,212,2,normal,-
-8009621696271552134,10.0.2.15,8.8.8.8,53,udp,dns,55,132,1,87,1,219,2,normal,-
6229540636295792105,10.0.2.15,172.64.155.188,80,tcp,http,45178,2519,10,1461,11,3980,21,normal,-
-3167226588084764070,10.0.2.15,104.18.25.196,443,tcp,-,95314,604,8,660,8,1264,16,normal,-
4403064527930283258,10.0.2.15,142.251.37.99,443,udp,-,157,2290,4,1703,4,3993,8,normal,-
208775142398296109,10.0.2.15,8.8.8.8,53,udp,dns,55,141,1,82,1,223,2,normal,-
1866130987575220574,10.0.2.15,95.100.146.41,80,tcp,-,74720,600,10,540,10,1140,20,normal,-
-2440986919527560011,10.0.2.15,8.8.8.8,53,udp,dns,57,111,1,95,1,206,2,normal,-
5625220317794753485,10.0.2.15,8.8.8.8,53,udp,dns,48,233,1,101,1,334,2,normal,-
-4996227578181133632,10.0.2.15,142.251.37.100,443,udp,-,268,2290,4,1628,3,3918,7,normal,-
-2640145166660777825,10.0.2.15,8.8.8.8,53,udp,dns,107,306,2,174,2,480,4,normal,-
-3884544401471295920,10.0.2.15,8.8.8.8,53,udp,dns,42,325,1,87,1,412,2,normal,-
-4827628045460418560,10.0.2.15,8.8.8.8,53,udp,dns,60,220,1,99,1,319,2,normal,-
-2367260318959429634,10.0.2.15,8.8.8.8,53,udp,dns,62,258,1,84,1,342,2,normal,-
-7247451303655262993,10.0.2.15,8.8.8.8,53,udp,dns,60,169,1,87,1,256,2,normal,-
6855102112202187837,10.0.2.15,8.8.8.8,53,udp,dns,86,136,1,80,1,216,2,normal,-
-3781795627085167869,10.0.2.15,199.59.243.223,80,tcp,http,20699,1310,8,2009,9,3319,17,normal,-
-4190049535581500467,10.0.2.15,8.8.8.8,53,udp,dns,74,282,1,84,1,366,2,normal,-
2165427629726166636,10.0.2.15,8.8.8.8,53,udp,dns,98,145,1,83,1,228,2,normal,-
1902137415833811400,10.0.2.15,8.8.8.8,53,udp,dns,73,141,1,82,1,223,2,normal,-
-5842271032142229705,10.0.2.15,8.8.8.8,53,udp,dns,63,177,1,89,1,266,2,normal,-
-1394892198251914777,10.0.2.15,142.251.36.131,443,tcp,-,56,60,1,128,2,188,3,normal,-
-4697580881104237342,10.0.2.15,8.8.8.8,53,udp,dns,83,248,1,92,1,340,2,normal,-
-3169324161071182515,10.0.2.15,8.8.8.8,53,udp,dns,61,132,1,116,1,248,2,normal,-
2719781592405512720,10.0.2.15,8.8.8.8,53,udp,dns,210,445,2,198,2,643,4,normal,-
7193544735267848416,10.0.2.15,142.251.37.100,443,udp,-,2411,431740,347,31605,95,463345,442,normal,-
6279476956245025768,10.0.2.15,8.8.8.8,53,udp,dns,60,97,1,81,1,178,2,normal,-
1870640322916136275,10.0.2.15,8.8.8.8,53,udp,dns,61,141,1,84,1,225,2,normal,-
-5816781180421426690,10.0.2.15,65.9.95.102,443,tcp,-,78339,500,7,547,7,1047,14,normal,-
-8487057603357151963,10.0.2.15,8.8.8.8,53,udp,dns,33,116,1,84,1,200,2,normal,-
-6503886729366302020,10.0.2.15,8.8.8.8,53,udp,dns,89,149,1,93,1,242,2,normal,-
2521484380085782903,10.0.2.15,34.117.65.55,443,tcp,-,587,378,6,322,5,700,11,normal,-
8518197249943098391,10.0.2.15,8.8.8.8,53,udp,dns,45,118,1,90,1,208,2,normal,-
-360833690934337872,10.0.2.15,8.8.8.8,53,udp,dns,218,190,1,85,1,275,2,normal,-
-8991583095389678145,10.0.2.15,8.8.8.8,53,udp,dns,79,135,1,86,1,221,2,normal,-
-3353560604192731465,10.0.2.15,34.107.204.85,443,udp,-,969,4197,3,3169,4,7366,7,normal,-
7687847514570727366,10.0.2.15,8.8.8.8,53,udp,dns,52,97,1,81,1,178,2,normal,-
-1865000941003454089,10.0.2.15,8.8.8.8,53,udp,dns,52,228,1,104,1,332,2,normal,-
9154485139421305442,10.0.2.15,65.9.94.185,443,tcp,-,90,60,1,128,2,188,3,normal,-
8752466168741379839,10.0.2.15,8.8.8.8,53,udp,dns,63,251,1,88,1,339,2,normal,-
8306089279242930731,10.0.2.15,8.8.8.8,53,udp,dns,96,239,1,91,1,330,2,normal,-
-5929873102200688768,10.0.2.15,142.251.36.67,80,tcp,-,5795,180,3,236,4,416,7,normal,-
1823542460313932065,10.0.2.15,8.8.8.8,53,udp,dns,59,196,1,93,1,289,2,normal,-
4507251089980654395,10.0.2.15,142.251.36.138,443,udp,-,256,7388,8,1983,7,9371,15,normal,-
6276709606914554744,10.0.2.15,142.251.36.131,443,tcp,-,39,60,1,128,2,188,3,normal,-
-1782438740314063125,10.0.2.15,8.8.8.8,53,udp,dns,52,178,1,97,1,275,2,normal,-
8977725071234273642,10.0.2.15,8.8.8.8,53,udp,dns,86,102,1,86,1,188,2,normal,-
-7467183632966512315,10.0.2.15,65.9.94.185,443,tcp,-,193,60,1,128,2,188,3,normal,-
4953322699577473946,10.0.2.15,8.8.8.8,53,udp,dns,60,244,1,99,1,343,2,normal,-
-6815249952862917499,10.0.2.15,8.8.8.8,53,udp,dns,52,170,1,88,1,258,2,normal,-
480208070860373173,10.0.2.15,8.8.8.8,53,udp,dns,65,179,1,114,1,293,2,normal,-
-5765354144761431018,10.0.2.15,8.8.8.8,53,udp,dns,58,180,1,114,1,294,2,normal,-
-3043864413846681656,10.0.2.15,17.253.73.203,80,tcp,http,63726,2206,12,1163,13,3369,25,normal,-
-4438897195937694436,10.0.2.15,8.8.8.8,53,udp,dns,50,233,1,101,1,334,2,normal,-
-1076553643922901183,10.0.2.15,8.8.8.8,53,udp,dns,132,115,1,87,1,202,2,normal,-
-7064448187310466633,10.0.2.15,8.8.8.8,53,udp,dns,61,162,1,82,1,244,2,normal,-
-416514295530159941,10.0.2.15,142.251.36.130,443,udp,-,303,3286,8,2027,5,5313,13,normal,-
-6298337805140580435,10.0.2.15,157.240.30.35,443,udp,-,13309,1992,20,13261,20,15253,40,normal,-
-2722206822651868039,10.0.2.15,8.8.8.8,53,udp,dns,37,150,1,90,1,240,2,normal,-
112786109801643481,10.0.2.15,8.8.8.8,53,udp,dns,70,106,1,90,1,196,2,normal,-
-817285005149656243,10.0.2.15,8.8.8.8,53,udp,dns,44,100,1,84,1,184,2,normal,-
-7682521523842683721,10.0.2.15,142.251.36.142,443,udp,-,288,9733,11,2448,11,12181,22,normal,-
7932334262750710705,10.0.2.15,65.9.94.185,443,tcp,-,83,60,1,128,2,188,3,normal,-
2332475460317207019,10.0.2.15,8.8.8.8,53,udp,dns,54,144,1,87,1,231,2,normal,-
-5625520005743018836,10.0.2.15,8.8.8.8,53,udp,dns,470,109,1,81,1,190,2,normal,-
-2820782004375068755,10.0.2.15,8.8.8.8,53,udp,dns,43,106,1,90,1,196,2,normal,-
-6191479946070749058,10.0.2.15,142.251.36.138,443,udp,-,334,7478,9,2444,11,9922,20,normal,-
-7640308890995923139,10.0.2.15,8.8.8.8,53,udp,dns,66,178,1,93,1,271,2,normal,-
8423189812362930058,10.0.2.15,8.8.8.8,53,udp,dns,70,187,1,116,1,303,2,normal,-
-6550224390067826294,10.0.2.15,8.8.8.8,53,udp,dns,57,130,1,82,1,212,2,normal,-
4855958290997925430,10.0.2.15,8.8.8.8,53,udp,dns,47,172,1,91,1,263,2,normal,-
4588949194142644658,10.0.2.15,8.8.8.8,53,udp,dns,39,104,1,88,1,192,2,normal,-
-638702576664638765,10.0.2.15,65.9.95.31,443,tcp,-,95995,633,10,856,10,1489,20,normal,-
8803131845694831166,10.0.2.15,142.251.37.99,443,tcp,-,48,60,1,128,2,188,3,normal,-
7580886203337345303,10.0.2.15,142.251.36.141,443,udp,-,141,2290,4,1628,3,3918,7,normal,-
2474723759901295036,10.0.2.15,8.8.8.8,53,udp,dns,41,187,1,83,1,270,2,normal,-
-1405180243696539639,10.0.2.15,23.195.249.173,443,tcp,-,61702,684,10,627,9,1311,19,normal,-
7431720442150786190,10.0.2.15,34.160.144.191,443,tcp,-,72547,500,7,547,7,1047,14,normal,-
-5121384707105846653,10.0.2.15,8.8.8.8,53,udp,dns,35,156,1,92,1,248,2,normal,-
4574261812406511398,10.0.2.15,142.251.37.110,443,udp,-,190,9636,10,2071,8,11707,18,normal,-
-4114884434993757336,10.0.2.15,8.8.8.8,53,udp,dns,52,112,1,96,1,208,2,normal,-
-4262892288001113872,10.0.2.15,142.251.36.131,443,udp,-,764,6967,7,2074,8,9041,15,normal,-
-5712548163379761461,10.0.2.15,8.8.8.8,53,udp,dns,53,279,1,87,1,366,2,normal,-
9039624335463515355,10.0.2.15,216.239.32.36,443,udp,-,4410,7887,13,2748,11,10635,24,normal,-
820739467727240070,10.0.2.15,8.8.8.8,53,udp,dns,96,363,1,91,1,454,2,normal,-
-4498254929258923030,10.0.2.15,142.251.36.67,80,tcp,-,5796,180,3,236,4,416,7,normal,-
-7153176016523818120,10.0.2.15,8.8.8.8,53,udp,dns,136,239,1,91,1,330,2,normal,-
1972145133439016241,10.0.2.15,8.8.8.8,53,udp,dns,75,215,1,86,1,301,2,normal,-
5204833399901277009,10.0.2.15,34.117.65.55,443,tcp,-,79104,546,8,573,8,1119,16,normal,-
1850638493275286680,10.0.2.15,8.8.8.8,53,udp,dns,57,137,1,93,1,230,2,normal,-
-3164243030041614902,10.0.2.15,8.8.8.8,53,udp,dns,58,205,1,90,1,295,2,normal,-
5211490916510013437,10.0.2.15,8.8.8.8,53,udp,dns,53,189,1,118,1,307,2,normal,-
-277058289478039903,10.0.2.15,8.8.8.8,53,udp,dns,76,272,1,90,1,362,2,normal,-
-3367567084123768409,10.0.2.15,142.251.36.106,443,udp,-,9037,9978,18,2950,14,12928,32,normal,-
1760716384164991912,10.0.2.15,8.8.8.8,53,udp,dns,44,141,1,96,1,237,2,normal,-
6498358713546447630,10.0.2.15,8.8.8.8,53,udp,dns,257,247,2,174,2,421,4,normal,-
7885213913828053102,10.0.2.15,8.8.8.8,53,udp,dns,78,143,1,75,1,218,2,normal,-
7060979815987061186,10.0.2.15,8.8.8.8,53,udp,dns,89,125,1,93,1,218,2,normal,-
-1716332370076728888,10.0.2.15,8.8.8.8,53,udp,dns,72,212,1,83,1,295,2,normal,-
3400075567200580874,10.0.2.15,8.8.8.8,53,udp,dns,55,336,1,91,1,427,2,normal,-
-4274167479608709086,10.0.2.15,216.239.34.36,443,udp,-,975,4923,5,2676,4,7599,9,normal,-
9184894078196738319,10.0.2.15,8.8.8.8,53,udp,dns,263,137,1,81,1,218,2,normal,-
840248045909167561,10.0.2.15,104.19.155.83,443,udp,-,1183,7670,11,4629,7,12299,18,normal,-
-3081827583309771895,10.0.2.15,152.199.19.161,443,tcp,-,53,60,1,128,2,188,3,normal,-
3985634576096151537,10.0.2.15,8.8.8.8,53,udp,dns,62,112,1,96,1,208,2,normal,-
-7862554091883833132,10.0.2.15,8.8.8.8,53,udp,dns,47,99,1,83,1,182,2,normal,-
-8586810179256867930,10.0.2.15,142.251.36.131,80,tcp,-,96582,5556,23,3804,23,9360,46,normal,-
-728578779373832970,10.0.2.15,8.8.8.8,53,udp,dns,64,100,1,84,1,184,2,normal,-
6516591094934585182,10.0.2.15,8.8.8.8,53,udp,dns,50,115,1,87,1,202,2,normal,-
1393443470405997292,10.0.2.15,8.8.8.8,53,udp,dns,98,99,1,83,1,182,2,normal,-
-5348619181289884839,10.0.2.15,8.8.8.8,53,udp,dns,66,180,1,118,1,298,2,normal,-
-1037874909548961370,10.0.2.15,8.8.8.8,53,udp,dns,50,103,1,87,1,190,2,normal,-
-2814490100201848942,10.0.2.15,8.8.8.8,53,udp,dns,79,187,1,100,1,287,2,normal,-
6318306829438858734,10.0.2.15,8.8.8.8,53,udp,dns,42,152,1,90,1,242,2,normal,-
-5038484455499987618,10.0.2.15,8.8.8.8,53,udp,dns,104,239,1,91,1,330,2,normal,-
-7926996690111288100,10.0.2.15,8.8.8.8,53,udp,dns,65,106,1,90,1,196,2,normal,-
3094406798358035314,10.0.2.15,8.8.8.8,53,udp,dns,64,111,1,83,1,194,2,normal,-
6697072437334712778,10.0.2.15,8.8.8.8,53,udp,dns,67,147,1,91,1,238,2,normal,-
5845678754505372310,10.0.2.15,34.117.237.239,443,tcp,-,78698,546,8,573,8,1119,16,normal,-
