Flow id,Src IP,Dst IP,Dst port,Protocol,Application protocol,Duration,Received bytes,Received packets,Transmitted bytes,Transmitted packets,Total bytes,Total packets,label,family
-7642798251322220374,10.127.0.173,8.8.8.8,53,udp,dns,39,158,1,72,1,230,2,normal,-
2669597123881444089,10.127.0.173,8.8.8.8,53,udp,dns,43,137,1,72,1,209,2,normal,-
4826334378291710912,10.127.0.173,13.69.109.130,443,tcp,-,113716,0,0,1932,42,1932,42,malware,smokeloader
-7643542687694440401,10.127.0.173,8.8.8.8,53,udp,dns,156,226,2,136,2,362,4,normal,-
-4319336367172743521,10.127.0.173,109.206.243.140,80,tcp,http,633,166230,125,3532,66,169762,191,malware,smokeloader
-3356318129717225037,10.127.0.173,109.206.243.140,80,tcp,-,15029,0,0,260,5,260,5,malware,smokeloader
1699325389828491292,10.127.0.173,8.8.8.8,53,udp,dns,49,149,1,74,1,223,2,normal,-
1222959042933531323,10.127.0.173,8.8.8.8,53,udp,dns,39,168,1,72,1,240,2,normal,-
6030165941740914719,10.127.0.173,8.8.8.8,53,udp,dns,45,137,1,72,1,209,2,normal,-
-4342524892112512285,10.127.0.173,8.8.8.8,53,udp,dns,39,144,1,70,1,214,2,normal,-
8110460628708487083,10.127.0.173,8.238.22.254,80,tcp,-,113731,0,0,1932,42,1932,42,malware,smokeloader
-14936734784595245,10.127.0.173,8.8.8.8,53,udp,dns,38,143,1,72,1,215,2,normal,-
-4043319332510503604,10.127.0.173,109.206.243.140,80,tcp,http,204,755,4,905,6,1660,10,malware,smokeloader
2291191574378444296,10.127.0.173,109.206.243.140,80,tcp,http,200,795,5,758,6,1553,11,malware,smokeloader
-2837330273920768005,10.127.0.173,109.206.243.140,80,tcp,http,195,338,4,799,6,1137,10,malware,smokeloader
979279255667580162,10.127.0.173,109.206.243.140,80,tcp,http,204,755,4,709,6,1464,10,malware,smokeloader
5569098285202656908,10.127.0.173,109.206.243.140,80,tcp,http,192,338,4,819,6,1157,10,malware,smokeloader
6508740094358656214,10.127.0.173,109.206.243.140,80,tcp,-,15033,0,0,260,5,260,5,malware,smokeloader
1795230610147511950,10.127.0.173,8.238.22.254,80,tcp,-,113714,0,0,1932,42,1932,42,malware,smokeloader
4409084855782562799,10.127.0.173,8.238.22.254,80,tcp,-,113710,0,0,1932,42,1932,42,malware,smokeloader
1521397140927650024,10.127.0.173,109.206.243.140,80,tcp,http,193,338,4,754,6,1092,10,malware,smokeloader
-5508380054170705201,10.127.0.173,109.206.243.140,80,tcp,http,190,755,4,721,6,1476,10,malware,smokeloader
3053616087361840271,10.127.0.173,173.223.113.164,443,tcp,-,113713,0,0,1932,42,1932,42,malware,smokeloader
698832204513968771,10.127.0.173,109.206.243.140,80,tcp,http,201,338,4,741,6,1079,10,malware,smokeloader
-295770412836883973,10.127.0.173,109.206.243.140,80,tcp,-,15045,0,0,260,5,260,5,malware,smokeloader
-6341116924405739565,10.127.0.173,109.206.243.140,80,tcp,-,14990,0,0,260,5,260,5,malware,smokeloader
4177909874112963302,10.127.0.173,109.206.243.140,80,tcp,-,15019,0,0,260,5,260,5,malware,smokeloader
-1396257529513087692,10.127.0.173,109.206.243.140,80,tcp,-,-1,0,0,0,0,0,0,malware,smokeloader
6361229335747588147,10.127.0.124,8.238.21.126,80,tcp,-,94734,0,0,1610,35,1610,35,malware,smokeloader
-3638695727946492452,10.127.0.124,8.238.21.126,80,tcp,-,15035,0,0,260,5,260,5,malware,smokeloader
-8935232718158107789,10.127.0.124,8.8.8.8,53,udp,dns,24,158,1,72,1,230,2,normal,-
8218960707998061964,10.127.0.124,8.8.8.8,53,udp,dns,25,157,1,71,1,228,2,normal,-
2377105132601690275,10.127.0.124,8.8.8.8,53,udp,dns,23,143,1,72,1,215,2,normal,-
-5869156993757502092,10.127.0.124,8.8.8.8,53,udp,dns,25,158,1,72,1,230,2,normal,-
7458780846972457621,10.127.0.124,8.8.8.8,53,udp,dns,106,124,1,70,1,194,2,normal,-
-3608719943142669392,10.127.0.124,8.8.8.8,53,udp,dns,1017,82,1,132,2,214,3,normal,-
-37233292546040016,10.127.0.124,109.206.243.140,80,tcp,-,15035,0,0,260,5,260,5,malware,smokeloader
-1038087276246783663,10.127.0.124,40.77.2.164,443,tcp,-,15017,0,0,260,5,260,5,malware,smokeloader
-2032492629347977881,10.127.0.124,8.8.8.8,53,udp,dns,45,147,1,73,1,220,2,normal,-
-5019863784592096712,10.127.0.124,93.184.220.29,80,tcp,-,95160,0,0,1610,35,1610,35,malware,smokeloader
1772096783827677269,10.127.0.124,8.8.8.8,53,udp,dns,284,82,1,66,1,148,2,normal,-
-5855464133436540146,10.127.0.124,109.206.243.140,80,tcp,http,556,166230,125,3546,66,169776,191,malware,smokeloader
-9079955721743335573,10.127.0.124,109.206.243.140,80,tcp,http,153,795,5,729,6,1524,11,malware,smokeloader
-4659686259268938453,10.127.0.124,109.206.243.140,80,tcp,http,157,755,4,747,6,1502,10,malware,smokeloader
-1821810723319143869,10.127.0.124,109.206.243.140,80,tcp,http,152,378,5,781,6,1159,11,malware,smokeloader
5715925219660902073,10.127.0.124,109.206.243.140,80,tcp,-,15023,0,0,260,5,260,5,malware,smokeloader
-6916962969548080320,10.127.0.124,8.8.8.8,53,udp,dns,55,298,2,148,2,446,4,normal,-
-1950070244870624528,10.127.0.124,8.8.8.8,53,udp,dns,47,290,2,142,2,432,4,normal,-
-9054630766957877102,10.127.0.124,8.8.8.8,53,udp,dns,58,267,2,143,2,410,4,normal,-
-3537045590488317819,10.127.0.124,8.8.8.8,53,udp,dns,25,133,1,71,1,204,2,normal,-
1791860606429112403,10.127.0.124,8.8.8.8,53,udp,dns,65,336,2,144,2,480,4,normal,-
-507984704551781107,10.127.0.124,8.8.8.8,53,udp,dns,23,145,1,71,1,216,2,normal,-
2234092252074947506,10.127.0.124,8.238.21.126,80,tcp,-,94767,0,0,1610,35,1610,35,malware,smokeloader
-1060655336247361693,10.127.0.124,8.238.21.126,80,tcp,-,95167,0,0,1610,35,1610,35,malware,smokeloader
4370965081224942215,10.127.0.124,109.206.243.140,80,tcp,http,155,795,5,861,6,1656,11,malware,smokeloader
2260089440714924879,10.127.0.124,109.206.243.140,80,tcp,http,154,338,4,736,6,1074,10,malware,smokeloader
-3943304639576248582,10.127.0.124,109.206.243.140,80,tcp,-,15040,0,0,260,5,260,5,malware,smokeloader
-606256874075413712,10.127.0.124,93.184.220.29,80,tcp,-,94765,0,0,1610,35,1610,35,malware,smokeloader
6658628758592155722,10.127.0.124,131.253.33.203,80,tcp,-,95092,0,0,1610,35,1610,35,malware,smokeloader
2953211815252770023,10.127.0.124,173.223.113.164,443,tcp,-,94764,0,0,1610,35,1610,35,malware,smokeloader
950812055431272974,10.127.0.124,8.8.8.8,53,udp,dns,60,408,2,236,2,644,4,normal,-
8346557301575622119,10.127.0.124,8.8.8.8,53,udp,dns,25,147,1,73,1,220,2,normal,-
6759532677683923913,10.127.0.124,8.8.8.8,53,udp,dns,25,144,1,73,1,217,2,normal,-
-154499256201563545,10.127.0.124,8.8.8.8,53,udp,dns,45,274,2,144,2,418,4,normal,-
-5981764947468158001,10.127.0.124,109.206.243.140,80,tcp,http,151,378,5,857,6,1235,11,malware,smokeloader
6268050800513759534,10.127.0.124,109.206.243.140,80,tcp,-,15029,0,0,260,5,260,5,malware,smokeloader
-2880228656683057347,10.127.0.124,173.223.113.131,80,tcp,-,95281,0,0,1610,35,1610,35,malware,smokeloader
-986527836726041356,10.127.0.124,131.253.33.203,80,tcp,-,95281,0,0,1610,35,1610,35,malware,smokeloader
-6088143196307303753,10.127.0.124,109.206.243.140,80,tcp,http,149,835,6,733,6,1568,12,malware,smokeloader
6467020153168913280,10.127.0.124,109.206.243.140,80,tcp,-,15037,0,0,260,5,260,5,malware,smokeloader
-4468455451288981132,10.127.0.124,8.8.8.8,53,udp,dns,25,146,1,72,1,218,2,normal,-
8540250416845241680,10.127.0.124,109.206.243.140,80,tcp,http,149,378,5,742,6,1120,11,malware,smokeloader
-7029193757262225436,10.127.0.124,109.206.243.140,80,tcp,-,15011,0,0,260,5,260,5,malware,smokeloader
-7872289965452888526,10.127.0.54,8.8.8.8,53,udp,dns,25,125,1,71,1,196,2,normal,-
-1564888396846599164,10.127.0.54,209.197.3.8,80,tcp,-,18948,0,0,322,7,322,7,malware,smokeloader
7429233160481969267,10.127.0.54,8.8.8.8,53,udp,dns,8024,137,1,437,6,574,7,normal,-
-6935037406072007348,10.127.0.54,8.8.8.8,53,udp,dns,25,146,1,72,1,218,2,normal,-
3114283653843138984,10.127.0.54,13.89.179.8,443,tcp,-,37897,0,0,644,14,644,14,malware,smokeloader
2276076370737562921,10.127.0.54,8.8.8.8,53,udp,dns,37,147,1,73,1,220,2,normal,-
-405576639811899816,10.127.0.54,8.8.8.8,53,udp,dns,26,157,1,71,1,228,2,normal,-
2708674146638643012,10.127.0.54,173.223.113.164,443,tcp,-,37904,0,0,644,14,644,14,malware,smokeloader
9032085094451308961,10.127.0.54,173.223.113.131,80,tcp,-,37904,0,0,644,14,644,14,malware,smokeloader
2713866587767707865,10.127.0.54,204.79.197.203,80,tcp,-,37904,0,0,644,14,644,14,malware,smokeloader
-82524184394000484,10.127.0.54,52.152.108.96,443,tcp,-,15024,0,0,260,5,260,5,malware,smokeloader
197997922131507767,10.127.0.54,8.8.8.8,53,udp,dns,29,143,1,72,1,215,2,normal,-
5234476825751060876,10.127.0.54,8.8.8.8,53,udp,dns,25,145,1,71,1,216,2,normal,-
-7353846390955962739,10.127.0.54,8.8.8.8,53,udp,dns,24,137,1,72,1,209,2,normal,-
-4199702274502440021,10.127.0.54,8.8.8.8,53,udp,dns,25,145,1,71,1,216,2,normal,-
3100532583694312345,10.127.0.54,8.8.8.8,53,udp,dns,24,81,1,65,1,146,2,normal,-
-8056436434941536694,10.127.0.54,185.246.221.154,80,tcp,http,1488,362,4,839,6,1201,10,malware,smokeloader
6282196200144439013,10.127.0.54,8.8.8.8,53,udp,dns,9043,260,4,260,4,520,8,normal,-
-5666722922557528150,10.127.0.54,8.8.8.8,53,udp,dns,25,149,1,74,1,223,2,normal,-
8134689549959980177,10.127.0.54,8.8.8.8,53,udp,dns,57,449,3,215,3,664,6,normal,-
-1218965640027096420,10.127.0.54,8.8.8.8,53,udp,dns,25,133,1,71,1,204,2,normal,-
8759293302304615232,10.127.0.54,8.8.8.8,53,udp,dns,24,146,1,72,1,218,2,normal,-
-5022286466329632793,10.127.0.54,8.8.8.8,53,udp,dns,25,158,1,72,1,230,2,normal,-
3663318538772167283,10.127.0.54,8.8.8.8,53,udp,dns,24,204,1,118,1,322,2,normal,-
3966494730834201044,10.127.0.53,8.8.8.8,53,udp,dns,9,158,1,72,1,230,2,normal,-
-8666720922315523997,10.127.0.53,8.8.8.8,53,udp,dns,9,146,1,72,1,218,2,normal,-
-6692775001179316783,10.127.0.53,8.8.8.8,53,udp,dns,9,158,1,72,1,230,2,normal,-
-3546682520761690593,10.127.0.53,8.8.8.8,53,udp,dns,9,137,1,72,1,209,2,normal,-
-4959685872425134348,10.127.0.53,8.8.8.8,53,udp,dns,9,81,1,65,1,146,2,normal,-
5207642189855390178,10.127.0.53,185.246.221.154,80,tcp,http,111,362,4,826,6,1188,10,malware,smokeloader
2794181996249926445,10.127.0.53,8.8.8.8,53,udp,dns,8043,260,4,260,4,520,8,normal,-
-650066304019004825,10.127.0.53,8.8.8.8,53,udp,dns,10,149,1,74,1,223,2,normal,-
121643233343916552,10.127.0.53,8.8.8.8,53,udp,dns,7,159,1,73,1,232,2,normal,-
6247478264594013518,10.127.0.53,8.8.8.8,53,udp,dns,16,137,1,72,1,209,2,normal,-
-3328064812341832099,10.127.0.53,8.8.8.8,53,udp,dns,9,144,1,70,1,214,2,normal,-
-5773279360727745230,10.127.0.53,8.238.179.126,80,tcp,-,37904,0,0,644,14,644,14,malware,smokeloader
-6652768327105715632,10.127.0.53,173.223.113.164,443,tcp,-,37903,0,0,644,14,644,14,malware,smokeloader
7540788745642524164,10.127.0.53,173.223.113.131,80,tcp,-,37921,0,0,644,14,644,14,malware,smokeloader
-7738867624353694427,10.127.0.53,131.253.33.203,80,tcp,-,37904,0,0,644,14,644,14,malware,smokeloader
-6315852628070345946,10.127.0.53,13.107.42.16,443,tcp,-,37949,0,0,644,14,644,14,malware,smokeloader
-8862128792333750537,10.127.0.74,209.197.3.8,80,tcp,-,37913,0,0,644,14,644,14,malware,smokeloader
5581402615573090272,10.127.0.74,209.197.3.8,80,tcp,-,37915,0,0,644,14,644,14,malware,smokeloader
1653352614744568808,10.127.0.74,117.18.237.29,80,tcp,-,99857,0,0,644,14,644,14,malware,smokeloader
-5544039241247678407,10.127.0.74,8.8.8.8,53,udp,dns,25,146,1,72,1,218,2,normal,-
2755719909286411973,10.127.0.74,8.8.8.8,53,udp,dns,25,146,1,72,1,218,2,normal,-
8455395849450233146,10.127.0.74,52.168.112.66,443,tcp,-,37920,0,0,644,14,644,14,malware,smokeloader
567243972328530630,10.127.0.74,8.8.8.8,53,udp,dns,25,137,1,72,1,209,2,normal,-
-7901119802813881135,10.127.0.74,8.8.8.8,53,udp,dns,24,157,1,71,1,228,2,normal,-
8885027362798372791,10.127.0.74,8.8.8.8,53,udp,dns,25,147,1,73,1,220,2,normal,-
3358086386049540695,10.127.0.74,8.8.8.8,53,udp,dns,24,157,1,71,1,228,2,normal,-
1705681967533001230,10.127.0.74,173.223.113.164,443,tcp,-,37904,0,0,644,14,644,14,malware,smokeloader
2403281773825192016,10.127.0.74,8.8.8.8,53,udp,dns,25,144,1,70,1,214,2,normal,-
4388311317762193316,10.127.0.74,8.8.8.8,53,udp,dns,25,145,1,71,1,216,2,normal,-
8244329974053242309,10.127.0.74,8.8.8.8,53,udp,dns,25,158,1,72,1,230,2,normal,-
-5773389764549890731,10.127.0.74,8.8.8.8,53,udp,dns,32,81,1,65,1,146,2,normal,-
2420703136745974807,10.127.0.74,185.246.221.154,80,tcp,http,67,384,4,694,6,1078,10,malware,smokeloader
-7038417876662503187,10.127.0.74,8.8.8.8,53,udp,dns,7087,260,4,260,4,520,8,normal,-
-8945982339170896059,10.127.0.74,8.8.8.8,53,udp,dns,54,298,2,148,2,446,4,normal,-
-7839088053571331456,10.127.0.74,8.8.8.8,53,udp,dns,45,288,2,140,2,428,4,normal,-
2111826212358677438,10.127.0.74,8.8.8.8,53,udp,dns,54,266,2,142,2,408,4,normal,-
-2854704505958886905,10.127.0.74,8.8.8.8,53,udp,dns,25,147,1,73,1,220,2,normal,-
-2833471353346771755,10.127.0.74,93.184.221.240,80,tcp,-,37937,0,0,644,14,644,14,malware,smokeloader
-6661672429455077999,10.127.0.74,8.8.8.8,53,udp,dns,25,116,1,71,1,187,2,normal,-
-7562070170590461197,10.127.0.74,8.8.8.8,53,udp,dns,26,158,1,72,1,230,2,normal,-
8433551487863203612,10.127.0.66,209.197.3.8,80,tcp,-,94745,0,0,1610,35,1610,35,malware,smokeloader
591706357610453208,10.127.0.66,8.8.8.8,53,udp,dns,24,135,1,71,1,206,2,normal,-
-4613856615310050076,10.127.0.66,52.182.143.210,443,tcp,-,94753,0,0,1610,35,1610,35,malware,smokeloader
-8680530267856779814,10.127.0.66,8.8.8.8,53,udp,dns,29,159,1,73,1,232,2,normal,-
-3527470528047917621,10.127.0.66,209.197.3.8,80,tcp,-,75829,0,0,1288,28,1288,28,malware,smokeloader
5778388481004493449,10.127.0.66,173.223.113.164,443,tcp,-,94788,0,0,1610,35,1610,35,malware,smokeloader
-8855621339629546310,10.127.0.66,8.8.8.8,53,udp,dns,24,168,1,72,1,240,2,normal,-
2426049731815016421,10.127.0.66,8.8.8.8,53,udp,dns,24,144,1,73,1,217,2,normal,-
-5169176775522772955,10.127.0.66,173.223.113.131,80,tcp,-,94761,0,0,1610,35,1610,35,malware,smokeloader
-7870947430761678983,10.127.0.66,204.79.197.203,80,tcp,-,94760,0,0,1610,35,1610,35,malware,smokeloader
7410603653993477944,10.127.0.66,8.8.8.8,53,udp,dns,52,325,2,143,2,468,4,normal,-
4290073591565943863,10.127.0.66,8.8.8.8,53,udp,dns,25,145,1,71,1,216,2,normal,-
2182183178919534275,10.127.0.66,8.8.8.8,53,udp,dns,24,159,1,73,1,232,2,normal,-
-4669089765469383555,10.127.0.66,8.8.8.8,53,udp,dns,26,137,1,72,1,209,2,normal,-
-3639241234329106726,10.127.0.66,8.8.8.8,53,udp,dns,24,159,1,73,1,232,2,normal,-
2090914389927243723,10.127.0.66,8.8.8.8,53,udp,dns,25,133,1,71,1,204,2,normal,-
-5532791033762860608,10.127.0.66,8.8.8.8,53,udp,dns,26,159,1,73,1,232,2,normal,-
-5756252225392512579,10.127.0.66,8.8.8.8,53,udp,dns,261,81,1,65,1,146,2,normal,-
-5565587190025869175,10.127.0.66,185.246.221.154,80,tcp,http,172,362,4,657,6,1019,10,malware,smokeloader
-1569282172235655006,10.127.0.66,8.8.8.8,53,udp,dns,8035,260,4,260,4,520,8,normal,-
-3737539961052574120,10.127.0.66,8.8.8.8,53,udp,dns,26,149,1,74,1,223,2,normal,-
-8359049336812928106,10.127.0.66,8.8.8.8,53,udp,dns,25,157,1,71,1,228,2,normal,-
-9172897345231508102,10.127.0.66,8.8.8.8,53,udp,dns,25,145,1,71,1,216,2,normal,-
-1661869968909798572,10.127.0.62,20.189.173.2,443,tcp,-,58321,0,0,966,21,966,21,malware,smokeloader
3038190489209858729,10.127.0.62,209.197.3.8,80,tcp,-,56833,0,0,966,21,966,21,malware,smokeloader
-2119142737205094055,10.127.0.62,8.8.8.8,53,udp,dns,25,144,1,73,1,217,2,normal,-
1014045826912507486,10.127.0.62,173.223.113.164,443,tcp,-,56857,0,0,966,21,966,21,malware,smokeloader
-1365590908514015367,10.127.0.62,204.79.197.203,80,tcp,-,56875,0,0,966,21,966,21,malware,smokeloader
294162464201520851,10.127.0.62,8.8.8.8,53,udp,dns,24,144,1,70,1,214,2,normal,-
-1633863151689338341,10.127.0.62,8.8.8.8,53,udp,dns,24,143,1,72,1,215,2,normal,-
-3010714694557615803,10.127.0.62,8.238.177.126,80,tcp,-,56861,0,0,966,21,966,21,malware,smokeloader
2408479875594279553,10.127.0.62,8.8.8.8,53,udp,dns,24,158,1,72,1,230,2,normal,-
4416421217631534963,10.127.0.62,8.8.8.8,53,udp,dns,25,159,1,73,1,232,2,normal,-
-5431766953214752707,10.127.0.62,52.152.108.96,443,tcp,-,15040,0,0,260,5,260,5,malware,smokeloader
-2961465367185621901,10.127.0.62,8.8.8.8,53,udp,dns,25,137,1,72,1,209,2,normal,-
1218840818397050392,10.127.0.62,8.8.8.8,53,udp,dns,26,137,1,72,1,209,2,normal,-
-8795786064660615353,10.127.0.62,8.8.8.8,53,udp,dns,24,144,1,70,1,214,2,normal,-
-6674581747130503492,10.127.0.62,8.8.8.8,53,udp,dns,25,133,1,71,1,204,2,normal,-
-4176615726997828023,10.127.0.62,8.8.8.8,53,udp,dns,48,294,2,146,2,440,4,normal,-
1476540262040952271,10.127.0.62,8.8.8.8,53,udp,dns,25,147,1,73,1,220,2,normal,-
-6056679303870803880,10.127.0.62,8.8.8.8,53,udp,dns,24,91,1,59,1,150,2,normal,-
-5073256680559276712,10.127.0.62,104.21.18.99,80,tcp,-,15046,0,0,260,5,260,5,malware,smokeloader
4365108171318365218,10.127.0.62,8.8.8.8,53,udp,dns,27,157,1,71,1,228,2,normal,-
7472190910628348923,10.127.0.62,172.67.181.144,80,tcp,-,14999,0,0,260,5,260,5,malware,smokeloader
8101691225935175333,10.127.0.62,8.8.8.8,53,udp,dns,25,147,1,73,1,220,2,normal,-
8472108052264110712,10.127.0.62,8.8.8.8,53,udp,dns,37,75,1,59,1,134,2,normal,-
6583412288395121945,10.127.0.62,91.195.240.101,80,tcp,http,5089,505,5,703,7,1208,12,malware,smokeloader
1310487057286444553,10.127.0.62,8.8.8.8,53,udp,dns,26,145,1,71,1,216,2,normal,-
7138295926893482297,10.127.0.62,8.8.8.8,53,udp,dns,37,75,1,59,1,134,2,normal,-
-341130138870499550,10.127.0.62,91.195.240.101,80,tcp,http,5089,545,6,886,7,1431,13,malware,smokeloader
9085398152306743946,10.127.0.62,8.8.8.8,53,udp,dns,52,76,1,60,1,136,2,normal,-
-6650722143980608443,10.127.0.62,91.195.240.101,80,tcp,http,5089,505,5,742,7,1247,12,malware,smokeloader
6319520419915647777,10.127.0.62,8.8.8.8,53,udp,dns,1331,288,2,124,2,412,4,normal,-
5518318229125198538,10.127.0.62,8.8.8.8,53,udp,dns,28,157,1,73,1,230,2,normal,-
3698767766106121540,10.127.0.62,8.8.8.8,53,udp,dns,31,142,1,60,1,202,2,normal,-
870499900090865342,10.127.0.62,8.8.8.8,53,udp,dns,26,134,1,61,1,195,2,normal,-
-2470736523263965860,10.127.0.62,8.8.8.8,53,udp,dns,29,136,1,63,1,199,2,normal,-
-6834173722656825837,10.127.0.62,8.8.8.8,53,udp,dns,26,131,1,58,1,189,2,normal,-
1980783752705901907,10.127.0.62,8.8.8.8,53,udp,dns,39,132,1,59,1,191,2,normal,-
1116926086270801687,10.127.0.62,8.8.8.8,53,udp,dns,33,78,1,62,1,140,2,normal,-
4210208532450199817,10.127.0.62,199.59.243.222,80,tcp,http,20218,1772,8,753,8,2525,16,malware,smokeloader
-6135390236804198373,10.127.0.62,8.8.8.8,53,udp,dns,29,144,1,62,1,206,2,normal,-
-2468879938431591053,10.127.0.62,8.8.8.8,53,udp,dns,29,142,1,60,1,202,2,normal,-
